Identifiant;Nom générique;Nom de la manifestation;Descriptif court;Descriptif long;Date début;Date fin;Horaires;Dates affichage - horaires;Modification dernière minute;Lieu - nom;Lieu - adresse 1;Lieu - adresse 2;Lieu - adresse 3;Code postal;Commune;Type de manifestation;Catégorie de la manifestation;Thème de la manifestation;Station métro/Tram à proximité;GoogleMap latitude;GoogleMap longitude;Réservation téléphone;Réservation email;Réservation site internet;Manifestation gratuite;Tarif normal;Tarif enfant;Tranche âge enfant;Geo Point
FMAMID031V502GCQ;;JOURNEES DU PATRIMOINE AU MUSEE GEORGES LABIT;Portes ouvertes - Tout public - Entrée libre;"À  l’occasion  de  cet  événement  européen,  le  musée  Georges-Labit sera ouvert gratuitement pour permettre à tous de (re)découvrir les collections d’arts asiatiques et  d’art  égyptien  de  la  ville  de  Toulouse. 
Des  visites  commentées  de  30  min  seront  proposées  tous  les  après-midis 15h, 16h et 17h. 
Vous découvrirez la traditionnelle exposition d’Ikebana de l’École d’Ikebana de Toulouse dans le musée et des initiations à divers jeux asiatiques et égyptiens dans le jardin.";2020-09-19;2020-09-20;De 10h à 18h.;Du 19/09/2020 au 20/09/2020 - De 10h à 18h.;;MUSEE GEORGES-LABIT;;17 rue du Japon;;31000;TOULOUSE;Culturelle;Animations, Conférence, Portes ouvertes, Spectacle;Musée;Métro ligne B Carmes, Palais de Justice ou François Verdier;43.590732;1.4585227;05 31 22 99 80;;journeesdupatrimoine.culture.gouv.fr/Programme#/events/2651799;Oui;;;;43.590732,1.4585227
FMAMID031V50JIAU;;L’HEURE ROMANTIQUE (TOULOUSE LES ORGUES);"Jeunesse en scène
Jeune talent, orgue et violon.";"Pour cette carte blanche, Loriane Llorca a choisi de venir en duo avec Magdalena Sypniewski, une jeune violoniste issue d’une famille de musiciens établis à Toulouse. Dans un programme lyrique allant de Bach à Piazzola, elles combineront la douceur et la force du violon à la suavité et aux sonorités moelleuses de l’orgue du Salin. Une vague romantique intemporelle !

AU PROGRAMME
Oeuvres de C. Saint-Saëns, J.S. Bach, J. Rheinberger, S. Rachmaninov, A. Piazzolla

INTERPRETES
Loriane LLORCA, orgue
Magdalena SYPNIEWSKI, Violon

Ouverture de la billetterie : Lundi 21 septembre 2020
Réservation fortement conseillée en raison du contexte sanitaire";2020-10-10;2020-10-10;A 11h;Le 10/10/2020 - A 11h;;TEMPLE DU SALIN;;4 impasse de la Trésorerie;;31000;TOULOUSE;Culturelle, Musique;Concert, Festival;Musical;Métro ligne B Carmes ou Palais de Justice;43.5953176;1.44444977;05 61 33 76 87;;billetterie.toulouse-les-orgues.org;;De 8,00 € à 18,00 €;;;43.5953176,1.44444977
FMAMID031V50G5BD;;LA CLEMENCE DE TOULOUSE;A la rencontre (ou presque) de Clémence Isaure .;"Visite proposée par l'agence Paysdoc.com. 

Personnage célèbre de Toulouse ayant inventé les Jeux Floraux. D'ailleurs, on ne vous a pas dit ? Il semblerait que vous y soyez inscrits ! Alors ? Etes-vous prêts à rencontrer celle qui désarmait les poètes  à coup de mots ? Nous vous proposons un bon dans le temps avec Clémence, dont le temps n'a pas effacé la jeunesse et la beauté. Marchez dans ses pas, suivez son ombre rouge soyeuse au gré des ruelles !

Visite pédestre théâtralisée d'environ 2 heures - Centre-Ville de Toulouse,

Le lieu de rendez-vous vous sera communiqué par mail 24h à l'avance.
Réservation en ligne obligatoire, les paiements sur place ne sont pas autorisés.

Visite animée par un guide-conférencier diplômé et carté exerçant légalement la profession. Costume fait main, réalisation à partir d'éléments historiques.";2020-10-24;2020-10-24;;Le 24/10/2020;;EAU TOULOUSE !;;;;31000;TOULOUSE;Culturelle, Insolite;Visites guidées;;;43.6045238;1.4436719;05 61 73 17 96;;boutique.paysdoc.com/visites/view/1133;;12,00 €;5,00 €;;43.6045238,1.4436719
FMAMID031V50CN57;;LA RAMEE PLAGE;Un espace, surveillé, du lac de La Ramée est ouvert à la baignade pour l'été 2020 du 11 juillet au 30 août de 10h à 19h.;"Située sur la commune de Tournefeuille, sur une ancienne exploitation arboricole, la base de loisirs de La Ramée offre aujourd'hui 243 ha dédiés à la détente, aux loisirs et aux sports.

Espace de baignade surveillée du 11 juillet au 30 août de 10h à 19h. 
Zone de 2 000 m2 surveillée par les maîtres-nageurs de Toulouse-Métropole. 
La fréquence maximale de fréquentation de la zone surveillée est limitée à 1300 personnes.";2020-07-11;2020-08-30;De 10h à 19h.;Du 11/07/2020 au 30/08/2020 - De 10h à 19h.;;BASE DE SPORTS ET DE LOISIRS DE LA RAMEE;;21, chemin de Larramet;;31170;TOURNEFEUILLE;Nature et détente, Sports et loisirs;Sport;Jeune public, Sports nautiques;Métro Ligne A station Basso Cambo et Bus 68, arrêt : La Ramée;43.5657995;1.341011;;;;Oui;;;0 - 3 ans  /  4 - 7 ans  /  8 - 12 ans  /  plus de 12 ans;43.5657995,1.341011
FMAMID031V50JC6A;;LA VISITE DONT VOUS ÊTES LE HÉROS;"Visite guidée d'1h30 proposée par l'office de tourisme.

Ces visites sorties tout droit de notre imagination font la part belle aux événements du moment. Vous vous laisserez bien tenter, non ?";"Et si pour une fois on changeait les règles du jeu ? Ce ne sera pas vous qui suivez le guide mais lui qui ira où vous l’aurez décidé. À chaque étape, faites votre choix, la suite de la visite en dépend. Prêt à jouer ?

RDV à  l'Office de Tourisme, donjon du Capitole.
La réservation est conseillée, les places étant limitées.";;;A 18h. A 18h. A 18h. A 18h. A 18h A 16h;Le 08/08/2020 - A 18h. Le 14/08/2020 - A 18h. Le 21/08/2020 - A 18h. Le 29/08/2020 - A 18h. Le 02/09/2020 - A 18h Le 26/09/2020 - A 16h;;OFFICE DE TOURISME DE TOULOUSE;Donjon du Capitole.;Square du Général De Gaulle;;31000;TOULOUSE;Culturelle;Visites guidées;;Métro ligne A, Capitole.;43.6045802;1.4451303;08 92 18 01 80 (0,45 € TTC/min);infos@toulouse-tourisme.com;www.toulouse-tourisme.com/visites-guidees;;De 5,00 € à 12,00 €;De 7,00 € à 7,00 €;;43.6045802,1.4451303
FMAMID031V501N0Q;;L'AGIT AU VERT (ANNULÉ);Prévu initialement du 26 au 30 aout à Toulouse, les 30 ans de l’Agit au vert n’aura pas lieu !;"Triste nouvelle pour le festival mais qui correspond à la situation actuelle. Les organisateurs ont pris le temps de la décision, pesant le pour et le contre afin de maintenir la fête des 30 ans de l’Agit au Vert. Mais plusieurs problèmes ont eu raison de cet anniversaire.

D’abord, le Lido, qui accueille l’Agit depuis trois éditions, ne pouvait pas réunir les conditions pour une quatrième année comme prévu. « Le Lido ne peut plus le faire à cette période car ils redémarrent l’école et que les nouvelles normes d’accès aux salles et équipements les empêchent de nous recevoir au moment de la rentrée des élèves » explique François Fehner fondateur de l’Agit Théatre. 

L’autre raison touche à l’ADN du festival. « Je crois que, depuis que nous travaillons ensemble à l’Agit, nous sommes d’accord pour présenter un théâtre populaire, privilégiant sans prétention, l’émotion, la vérité, une certaine justesse et liberté de ton et une recherche de contact sensible avec notre public, que nous voulons mettre à l’aise et se sentir partie prenante de l’acte scénique et artistique. Depuis toujours nous cherchons à éliminer la distance entre le spectateur et l’acteur, encourager le respect et la prise de parole éventuelle et chercher la plus grande accessibilité de nos propositions, même quand elles sont exigeantes. C’est pour ça que la version masquée, distante (distanciation sociale), hygiénique nous semble difficilement compatible avec notre désir d’imprévu, de surprise et de liberté dans la création, notre désir de « toucher » et d’émouvoir dans une volonté de partage et de rencontre » rapporte François Fehner. 

L’Agit au vert préfère attendre des jours meilleurs pour un report des 30 ans et offrir ainsi une édition et un spectacle incroyable au public toulousain. Mais l’Agit Théâtre continue sous d’autres formes en attendant…";2020-08-26;2020-08-30;;Du 26/08/2020 au 30/08/2020;ANNULE;ESPLANADE DU LIDO;;14 Rue de Gaillac;;31500;TOULOUSE;Culturelle;Concert, Spectacle, Théâtre;Cirque;Argoulets;43.6234438;1.477387;;agittheatre@gmail.com;www.agit-theatre.org/evenement/agit-au-vert-2018/;;;;;43.6234438,1.477387
FMAMID031V50ISH9;;LAURENT GERRA;Accompagné de 6 musiciens, l’humoriste parcourt de sa plume acérée ces 5 dernières décennies, notamment la nôtre, et nous promet une de ses plus belles cuvées !;"« Je m’appelle Laurent, j’ai 5 ans et je vais vous faire mes imitations. »
Cette phrase prononcée fièrement en 1972 par un petit garçon dans le microphone de ses parents fait écho au spectacle « SANS MODERATION » de LAURENT GERRA.
La scène en première récréation, l’imitation en seconde nature !
Il est devenu l’humoriste applaudi par des millions de Français, la radio et la télévision l’ont accompagné dans ses plus grands moments.
Le spectacle, « SANS MODERATION » se savoure entre jubilation et émotion.
Laurent Gerra rosse hommes politiques, chanteurs, acteurs, et personnalités faisant l’actualité.
Il revisite quelques-uns de ses grands sketchs avec ses cibles préférées et présente aussi sa vision inédite de l’actualité, notamment politique, avec une présidentielle à rebondissements…!";2020-11-21;2020-11-21;A 20h.;Le 21/11/2020 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/laurent-gerra-2216.html;;;;;43.598264,1.4092542
FMAMID031V50ETOF;;LE BANQUET – CASSOULET GÉANT (TOULOUSE A TABLE);"Venez déguster Le véritable Cassoulet de Toulouse !
et repartez avec votre cassolette en terre cuite  !

Un banquet géant et intergénérationnel en plein centre ville…au CAPITOLE ! 
7ème édition dans le strict respect des mesures en vigueur";"Programmation culturelle: A venir...

Plus de 2 500 personnes pourront savourer et partager des produits de qualité … pour une succulente dégustation individuelle.

Originalité, Partage et Goût, convivialité, animations artistiques et musicales et d’autres belles surprises sont au rendez-vous. Venez vous amuser et vous régaler ! 

Un verre de Floc de Gascogne et une dégustation d’Armagna cofferts pour tous les majeurs !!

Pack VIP : 25€ TTC
Menu +

1 préparation fruitière élaborée par notre Parrain 2020 Éric Fabre – Meilleur Ouvrier de France Primeur  (Le Fruitier du Barry à Muret)
Accès 2 files prioritaires « VIP »
1 bandana Toulouse à Table !
1 gobelet Toulouse à Table !
1 café Segafredo offert
Menu 2020 
sans gluten accord avec l’association française des intolérants au gluten : 20€ TTC
1 bandana Toulouse à Table !
* Plat *  
Cassoulet toulousain servi dans sa terrine individuelle gravée Toulousaine à Table ! (repartez avec votre terrine en terre cuite)
Aux Haricots du Lauragais, Saucisse de Toulouse (Label Rouge), confit de canard et sauté de porc d’Occitanie.
* Fromage *
L’Amont de chez BETTY  – Vache 
* Pain  *
Fabriqué et sélectionné par Jean-Luc Beauhaire (Maison Beauhaire) Meilleur Ouvrier de France boulanger
* Dessert *
1 fruit d’Occitanie en partenariat avec BLAMPIN
1 pot de glace artisanale de la Belle Aude 
* Boissons *
2 verres de vins/pers au choix parmi une sélection de vins ou 2 boissons (soft ou eau)
 – Vins de l’Interprofession des Vins du Sud-Ouest (IVSO)
– Eaux plates et gazeuses + soft (SOBCAL)
Bière et café en vente à la buvette sur place
L’abus d’alcool est dangereux pour la santé, à consommer avec modération.

Menu végétariens : 20€ TTC
1 bandana Toulouse à Table !
* Plat *  
Cassoulet toulousain sans viande, servi dans sa terrine individuelle gravée Toulouse à Table !  (repartez avec votre terrine en terre cuite)
Aux Haricots du Lauragais + 2 oeufs durs 
* Fromage *
L’Amont de chez BETTY  – Vache 
* Pain  *
Fabriqué et sélectionné par Jean-Luc Beauhaire (Maison Beauhaire) Meilleur Ouvrier de France boulanger
* Dessert *
1 fruit d’Occitanie en partenariat avec BLAMPIN
1 pot de glace artisanale de la Belle Aude 
* Boissons *
2 verres de vins/pers au choix parmi une sélection de vins ou 2 boissons (soft ou eau)
 – Vins de l’Interprofession des Vins du Sud-Ouest (IVSO)
– Eaux plates et gazeuses + soft (SOBCAL)
Menu enfants : 10€ TTC
1 bandana Toulouse à Table !
* Plat *  
Cassoulet toulousain servi dans sa terrine individuelle gravée Toulouse à Table ! aux Haricots du Lauragais, Saucisse de Toulouse (Label Rouge).
* Dessert *
1 pot de glace artisanale de la Belle Aude et un fruit d’Occitanie
* Boisson *
1 boisson (soft ou eau)

!! Attention, c’est rapidement complet !!";2020-09-05;2020-09-05;Horaires des services : 18h30 ou 19h30 ou 20h30 ou 21h30;Le 05/09/2020 - Horaires des services : 18h30 ou 19h30 ou 20h30 ou 21h30;;PLACE DU CAPITOLE;;Place du Capitole;;31000;TOULOUSE;Insolite;Animations;Gastronomie;Métro ligne A Capitole;43.603872;1.444053;;;toulouseatable.org;;De 20,00 € à 25,00 €;De 10,00 € à 10,00 €;8 - 12 ans  /  plus de 12 ans;43.603872,1.444053
FMAMID031V50IIV6;;LE FESTIN DE FEBUS : EXPOSITION;Revivez le somptueux festin, qui fut organisé par le Comte Fébus en 1390 au Couvent des Jacobins afin de recevoir toute la suite du roi de France.;"Cette exposition sera installée au sein même d’un décor de banquet médiéval et permettra au visiteur de mieux comprendre les différentes dimensions d’un festin du XIVeme siècle (gastronomie et objets servant au service, spectacles et musiques, enjeux géostratégiques…).

Entrée de l’exposition comprise dans le prix d’un billet d’entrée au cloître";2020-11-24;2021-02-28;Du mardi au dimanche.;Du 24/11/2020 au 28/02/2021 - Du mardi au dimanche.;;COUVENT DES JACOBINS;;Parvis des Jacobins;;31000;TOULOUSE;Culturelle;Animations, Exposition;;Capitole;43.6034816;1.4404851;;;jacobins.toulouse.fr;;;;;43.6034816,1.4404851
FMAMID031V50IW1U;;LES CLEFS DE SAINT PIERRE : BON ANNIVERSAIRE M. BEETHOVEN;Retrouvez les musiciens de l’Orchestre National du Capitole de Toulouse dans l’intimité de formations de musique de chambre;"L. Van BEETHOVEN
Quatuor VII N° 1 en fa majeur opus 59
Symphonie N° 6 « Pastorale » Extraits
Sextuor en mi bémol majeur opus 81b
pour 2 cors et quatuor à cordes

L. JAILLET, violon
A. DALBIGOT, violon
L. ENSMINGER, alto
A. DASSESSE, violoncelle
J. DELEPLANCQUE, cor
F. LUGUE, cor";2020-11-30;2020-11-30;A 20h.;Le 30/11/2020 - A 20h.;;AUDITORIUM SAINT PIERRE DES CUISINES;;12 Place Saint Pierre;;31000;TOULOUSE;Musique;Concert;Musique classique;Capitole;43.6043737;1.4357169;;;lesclefsdesaintpierre.org clefsdesaintpierre.festik.net;;De 11,00 € à 22,00 €;;;43.6043737,1.4357169
FMAMID031V50IZIE;;LES CLEFS DE SAINT PIERRE HORS LES MURS CONCERTS DU MARCHÉ: LA FLÛTE SE MET EN QUATRE;Le dimanche matin à 11h00, à l’Escale;"« Avant ou après avoir rempli votre panier, installez-vous confortablement dans la salle de spectacles pour assister à un concert (…) accompagné chaque fois d’une présentation du programme abordé par les musiciens. »

« Une expérience nouvelle pour partir à la découverte du patrimoine musical et conjuguer flânerie dominicale et sensibilité artistique. »

François Laurent, flûte
Eléonore Epp, violon
Juliette Gil, alto
Aurore Dassesse, violoncelle";2020-10-18;2020-10-18;A 11h.;Le 18/10/2020 - A 11h.;;L'ESCALE;;Place Roger Panouse;;31170;TOURNEFEUILLE;Musique;Concert;Musique classique;;43.5831586;1.345647;05 62 13 60 30;billetterie@mairie-tournefeuille.fr;;;De 10,00 € à 10,00 €;;;43.5831586,1.345647
FMAMID031V50IZJK;;LES CLEFS DE SAINT PIERRE HORS LES MURS CONCERTS DU MARCHÉ: LA TRUITE DE SCHUBERT;Le dimanche matin à 11h00, à l’Escale;"« Avant ou après avoir rempli votre panier, installez-vous confortablement dans la salle de spectacles pour assister à un concert (…) accompagné chaque fois d’une présentation du programme abordé par les musiciens. »

« Une expérience nouvelle pour partir à la découverte du patrimoine musical et conjuguer flânerie dominicale et sensibilité artistique. »

Laura Jaillet, violon
Laura Ensminger, alto
Aurore Dassesse, violoncelle
Simon Terrisse, contrebasse
Jean-Sébastien Borsarello, piano";2021-02-28;2021-02-28;A 11h.;Le 28/02/2021 - A 11h.;;L'ESCALE;;Place Roger Panouse;;31170;TOURNEFEUILLE;Musique;Concert;Musique classique;;43.5831586;1.345647;05 62 13 60 30;billetterie@mairie-tournefeuille.fr;;;De 10,00 € à 10,00 €;;;43.5831586,1.345647
FMAMID031V50JIFH;;LES QUARTIERS D'ÉTÉ DE TOULOUSE LES ORGUES;Toulouse les Orgues convie les passionnés de musique et les amoureux du patrimoine à un rendez-vous estival : « Les quartiers d’été de Toulouse les Orgues ».;"Entre le 29 juillet et le 19 septembre, des lectures musicales sont organisées à la basilique Saint-Sernin, à la cathédrale Saint-Étienne et à l’église du Gesu. Une pause fraîcheur associant plaisir de la musique et découverte originale de trésors toulousain. La recette pour patienter jusqu’au Festival !

Les Quartiers d’été de Toulouse les Orgues sont organisés en partenariat avec le Théâtre du Grand Rond, l’Office de Tourisme de Toulouse, la basilique Saint-Sernin et la cathédrale Saint-Étienne.";2020-07-29;2020-09-19;A 18h;Du 29/07/2020 au 19/09/2020 - A 18h;;DIVERS LIEUX;;;;31000;TOULOUSE;Culturelle, Musique;Concert;Musique classique;;43.6051316;1.44272706;05 61 33 76 87  Toulouse les Orgues;;www.toulouse-les-orgues.org;Oui;;;;43.6051316,1.44272706
FMAMID031V50ISE2;;M POKORA;"le concert de M POKORA initialement prévu le Vendredi 12 Juin 2020 au Zénith Toulouse Métropole, est reporté le Samedi 03 Octobre 2020 à 20h00.

Préparez-vous pour l'événement musical de 2020!";"Les billets achetés pour le concert du vendredi 12 Juin 2020 restent valables pour la date de report (même heure, même salle, même placement).

Remboursements possible auprès de votre point de vente jusqu’au 17 juillet 2020 inclus.

Habitué des gros shows, M. POKORA revient avec le Pyramide Tour, certainement le plus ambitieux de sa carrière. Pour ce spectacle qui promet d'être bien plus qu'un concert, ce performer hors norme sera entouré de ses danseurs et musiciens et d'un décor de scène et jeux de lumières qui feront voyager le public hors du temps.";2020-10-03;2020-10-03;A 20h.;Le 03/10/2020 - A 20h.;REPORTE;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/m-pokora-2228.html;;;;;43.598264,1.4092542
FMAMID031V50K0OA;;MARBRE ET MYSTÈRES : NOUVEAUTÉ !;Le temps d'une visite, intégrez la commission royale et laissez derrière vous Versailles et la cour. L'agent du roi vous attend pour son rapport et ses propos vous laisseront sûrement pas de marbre !;"Voici son écrit :
""1713, Toulouse

Sire, vos soupçons étaient plus que fondés et permettez-moi de vous dire que mes efforts n'auront pas été vains. Les trois mois écoulés depuis notre entretien à Versailles m'auront permis de mettre à jour bien des intrigues, en remontant la longue et tumultueuse piste des récentes disparitions de vos marbres en province. Je suis désormais en mesure de faire parvenir à votre majesté un rapport complet et détaillé de mon travail. J’attends votre commission d'enquête et invoque le Ciel qu'Il vous prête encore longue vie.""

Visite guidée pédestre théâtralisée - 2h  en Centre-Ville
Réservation en ligne obligatoire, les paiements sur place ne sont pas autorisés.
Le point de rendez-vous sera communiqué par mail 24h à l'avance uniquement aux personnes ayant réservé
Visite animée par un guide-conférencier diplômé et carté exerçant légalement la profession.";2020-10-11;2020-10-11;;Le 11/10/2020;;MARBRES ET MYSTERES - NOUVEAUTE !;;;;31000;TOULOUSE;Culturelle, Insolite;Visites guidées;;Jean Jaurès;43.6046256;1.444205;05 61 73 17 96;paysdoc@paysdoc.com;boutique.paysdoc.com/visites/view/1138;;12,00 €;5,00 €;;43.6046256,1.444205
FMAMID031V50JT51;;MÉLISSA LAVEAUX;« Soul pop haute couture » Libération;"Originaire d’Haïti, élevée au Canada et vivant à Paris, Mélissa Laveaux est riche d’influences multiples : après deux albums qui naviguaient entre folk langoureuse et pop percutante, elle célèbre aujourd’hui ses racines créoles dans Radyo Siwèl, un album qui explore et revisite le répertoire traditionnel haïtien fait de chants populaires, de cantiques pastoraux et d’hymnes solennels appartenant aux cultes vaudous et chrétiens, de « mereng » et de « Bann Grenn Siwèl » ces orchestres de rue tout en cuivres et percussions, auxquels Mélissa mêle la modernité pop et rock indé qu’on lui connait, pour un résultat lourd et percussif !

Melissa Laveaux – Guitare, voix
Elise Blanchard – Basse
Martin Wangermé – Batterie";2020-10-10;2020-10-10;A 20h30.;Le 10/10/2020 - A 20h30.;;SALLE NOUGARO;;20 Chemin de Garric;;31200;TOULOUSE;Musique;Concert;;;43.621219;1.408246;;;www.sallenougaro.com;;De 13,00 € à 19,00 €;;;43.621219,1.408246
FMAMID031V50JFKB;;NUIT DU PATRIMOINE AU SQUARE DU CARDINAL SALIÈGE;"ENTREZ DANS LA DANSE...
Entrée latérale de la cathédrale Saint-Etienne";"21h: Entre ombres et lumières
Les danseurs s'approprient un espace simultanément minéral et verdoyant, dominé par la haute silhouette de la cathédrale Saint-Etienne. Création originale sous la conduite d'Hervé Rumeau.";2020-09-19;2020-09-19;De 19h à minuit.;Le 19/09/2020 - De 19h à minuit.;;SQUARE DU CARDINAL SALIEGE;;Entrée latérale de la cathédrale Saint-Etienne;;31000;TOULOUSE;Culturelle;;Nocturne;Métro ligne A Esquirol ou Métro ligne B François Verdier;43.6002825;1.44996637;;;;Oui;;;;43.6002825,1.44996637
FMAMID031V50IY0P;;PETITES HISTOIRES DE QUARTIER: SAINT-CYPRIEN;"Visite guidée d'1h30 proposée par l'office de tourisme. 

Découvrir Toulouse comme si vous y viviez, c’est possible : plongez dans la vie de quartier avec ses habitants, leur routine, leurs expériences, leurs petites et grandes histoires...";"Ce quartier, né les pieds dans la Garonne, est à découvrir pour son église Saint-Nicolas, sa place Olivier, le château d’eau, mais aussi pour son ambiance bigarrée et chaleureuse.

RDV  devant l'entrée du Château d'Eau, 1 Place Laganne.
La réservation est conseillée, les places étant limitées.";;;A 10h30 A 10h30;Le 29/08/2020 - A 10h30 Le 26/09/2020 - A 10h30;;DEVANT L'ENTRÉE DU CHÂTEAU D'EAU;;1 Place Laganne.;;31300;TOULOUSE;Culturelle;Visites guidées;;Esquirol/Saint-Cyprien;43.5987193;1.4369378;08 92 18 01 80 0,45 € TTC/min;infos@toulouse-tourisme.com;www.toulouse-tourisme.com;;De 5,00 € à 12,00 €;7,00 €;;43.5987193,1.4369378
FMAMID031V50JLDG;;PHILIPPE JAROUSSKY (LES GRANDS INTERPRETES);"Philippe Jaroussky contre-ténor
Artaserse";"Philippe Jaroussky n’en finit pas de poser sur notre monde son chant d’ombre et de lumière. C’est au tombeau du Christ, cette fois, que sa voix s’agenouille. Tourments du pécheur, espoir de la rédemption : à ses côtés, la figure tutélaire de Vivaldi et ses contemporains venus d’Italie ou d’Allemagne.

PROGRAMME
« La vanità del mondo »
CHELLERI : extrait de Dio al Sinai – Sinfonia / Récit accompagnato « Odi, Mose mio fido » aria «  Caderà, perirà »
BONONCINI : extrait de La decollazione di san Giovanni Battista – aria « Bacio l’ombre e le catene » / Sinfonia
SCARLATTI : extrait de Giuditta « Dormi o fulmine di guerra »
HASSE : extrait de La conversione di Sant’ Agostino – Récit « si , solo à te mio dio » / Aria « il rimorso opprime il seno »
CALDARA : extrait de Santa ferma – Aria « Amar senza penar »
CALDARA : extrait Morte e sepoltura di Cristo – Aria « è morto il mio Gesù »  / Sinfonia
FAGO : extrait d’ Il Faraone Sommerso « Fors’è pur nel proprio sangue »
VIVALDI : Sinfonia Santo sepolcro RV169
CALDARA : extrait d’Assalonne « Contro l’empio s’impuni la spada »";2020-11-16;2020-11-16;A 20h.;Le 16/11/2020 - A 20h.;;HALLE AUX GRAINS;;Place  Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;Métro ligne B François-Verdier;43.6000667;1.45438342;05 61 21 09 00;;www.grandsinterpretes.com;;De 20,00 € à 67,00 €;;;43.6000667,1.45438342
FMAMID031V50IV2E;;POTEMKINE (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER
CINE-CONCERT
DANS LE CADRE DE LA TROISIÈME ÉDITION DES MUSICALES FRANCO-RUSSES
DIMITRIS BOTINIS : DIRECTION";"Il devait clore en apothéose les Musicales franco-russes l’an passé : Le Cuirassé Potemkine est enfin donné à Toulouse. Chef-d’œuvre absolu du Septième Art, devenu une icône pour tous les cinéphiles, le film d’Eisenstein donna naissance à une œuvre symphonique composée par l’allemand Edmund Meisel. Incontournable.

LE CUIRASSÉ POTEMKINE
SERGUEÏ EISENSTEIN RÉALISATION
EDMUND MEISEL COMPOSITION";2021-03-14;2021-03-14;A 18h.;Le 14/03/2021 - A 18h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Culturelle;Cinéma, Concert;Cinéma, Musique classique;Métro ligne B François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;De 5,00 € à 22,00 €;;;43.6002193,1.4533432
FMAMID031V50JX2Z;;SALON VIVRE NATURE;Le SALON BIO et NATURE du Sud-Ouest !;"Avec plus de 25 000 visiteurs, VIVRE NATURE TOULOUSE est devenu le rendez-vous incontournable de l’agriculture biologique, de l’environnement et produits au naturel du Sud-Ouest. 

Exposants, conférences experts, ateliers, animations enfants, espace des Thérapeutes, espace associatifs...

Services: Restaurant sur place , espace pique-nique, vestiaire et aire de repos pour votre bien-être.

Entrée gratuite avec invitation (a télécharger sur bioetc.net)";2020-09-04;2020-09-06;Vendredi et samedi de 10h30 à 19h et dimanche de 10h30 à 18h.;Du 04/09/2020 au 06/09/2020 - Vendredi et samedi de 10h30 à 19h et dimanche de 10h30 à 18h.;;MEET;Parc des Expositions et Centre de Conventions - MEETT;Chemin de l’Enseigure;;31840;AUSSONNE;Nature et détente;Foire ou salon;Bio;Tramway Ligne T1 destination « Aéroconstellation » – Arrêt MEETT;43.663308;1.3541861;;;www.bioetc.net;Oui;;;;43.663308,1.3541861
FMAMID031V50ISGQ;;STARS 80;"Report du concert prévu le 20 Juin 2020.
Plus de 10 ANS de SUCCÈS et 4 500 000 spectateurs, ÇA SE FÊTE !";"Les artistes emblématiques de STARS 80 annoncent une nouvelle tournée commune.
Un nombre impressionnant de chanteurs de folie seront de la fête pour célébrer cette décennie 80.

Sabrina - Jean-Luc Lahaye - Zouk Machine, Christiane - Emile et Images, Emile, Mario et Jean-Louis - Début de Soirée, William - Joniece Jamison
Patrick Hernandez - Plastic Bertrand - Jean-Pierre Mader - Cookie Dingler - Phil Barney - Alec Mansion - Laroche Valmont

Ce nouveau show gardera son ADN, son énergie positive, joyeuse et festive.
Les talents se produiront avec leurs musiciens, choristes et danseurs.
‘’Une autre histoire !’’ sera une immersion au cœur des moments forts de la décennie 80.
Mise en scène : William Picard et Cheyenne Productions. Chorégraphies : Delphine Attal. Stylisme : Karine Morette

STARS 80 Une autre histoire ! est la promesse d’une nuit de folie.

Les billets restent valables pour la nouvelle date.
Les personnes ne pouvant se rendre au concert reporté, sont invitées à se rapprocher de leur point de vente pour effectuer une demande de remboursement avant le 20 juillet 2020.";2021-03-31;2021-03-31;A 20h.;Le 31/03/2021 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31000;TOULOUSE;Musique;Concert;Rap - reggae - soul - funk;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/party-80-2218.html;;;;;43.598264,1.4092542
